,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long,renovated_post2000,has_basement
17990,1438700040,8/25/2014,1320000.0,5,3,2410,19447,2,0.0,2.0,3,10,1950_to_1975,98040,47.5549,-122.211,0,1
17991,5494000040,12/1/2014,1440000.0,4,3,2660,9547,1,0.0,1.0,3,8,1950_to_1975,98004,47.61600000000001,-122.21799999999999,1,1
18055,1561600056,10/17/2014,1740000.0,4,4,4010,9654,2,0.0,0.0,3,10,1997_to_2015,98004,47.5891,-122.2,0,0
18061,5457800930,6/13/2014,1700000.0,2,2,3170,3000,2,0.0,2.0,5,10,pre1950,98109,47.6291,-122.351,0,1
18087,6648150040,5/13/2014,1680000.0,5,3,4860,23723,2,0.0,2.0,4,11,1975_to_1997,98040,47.5767,-122.215,0,1
18132,8106100085,5/9/2014,1700000.0,5,4,5190,23716,2,0.0,2.0,3,11,1975_to_1997,98040,47.5846,-122.223,0,1
18185,3625059152,12/30/2014,3300000.0,3,3,4220,41300,1,1.0,4.0,4,11,1950_to_1975,98008,47.6083,-122.11,0,1
18188,3204300455,8/22/2014,1390000.0,3,2,2930,6000,2,0.0,2.0,3,11,1997_to_2015,98112,47.6301,-122.301,0,1
18192,9471200065,10/15/2014,1860000.0,5,3,5570,9600,2,0.0,0.0,5,9,1950_to_1975,98105,47.6708,-122.262,0,1
18194,2579500110,7/1/2014,2370000.0,3,2,3530,17450,1,0.0,3.0,3,9,pre1950,98040,47.5358,-122.213,0,1
18212,1176001293,6/17/2014,2480000.0,3,3,4340,4947,2,0.0,3.0,3,11,1975_to_1997,98107,47.6709,-122.406,0,1
18242,2225039103,6/26/2014,1390000.0,3,3,2480,5500,2,0.0,3.0,3,10,pre1950,98199,47.6466,-122.404,1,1
18252,9286000110,8/14/2014,1360000.0,5,4,4960,13990,2,0.0,2.0,3,11,1997_to_2015,98006,47.5491,-122.137,0,1
18273,1524079188,7/29/2014,1860000.0,4,5,5240,320917,2,0.0,2.0,3,10,1997_to_2015,98024,47.5605,-121.905,0,0
18288,6072800246,7/2/2014,3300000.0,5,6,8020,21738,2,0.0,0.0,3,11,1997_to_2015,98006,47.5675,-122.189,0,0
18314,5317100750,7/11/2014,2920000.0,4,5,4575,24085,2,0.0,2.0,5,10,pre1950,98112,47.6263,-122.28399999999999,0,1
18367,7923250090,3/10/2015,1500000.0,3,3,3110,9015,1,0.0,4.0,4,10,1975_to_1997,98033,47.6624,-122.20200000000001,0,1
18394,2397101606,12/8/2014,2630000.0,6,5,5540,7200,2,0.0,2.0,4,11,pre1950,98119,47.6361,-122.366,0,1
18412,4139900120,6/5/2014,1420000.0,4,5,4670,43950,2,0.0,0.0,3,12,1975_to_1997,98006,47.5456,-122.126,0,0
18417,6448000100,6/17/2014,1730000.0,4,3,3700,20570,1,0.0,0.0,4,10,1975_to_1997,98004,47.6212,-122.22399999999999,0,1
18440,8043700300,6/8/2014,2700000.0,4,3,4420,7850,2,1.0,4.0,3,11,1997_to_2015,98008,47.571999999999996,-122.102,0,1
18462,1346300150,10/20/2014,3300000.0,8,4,7710,11750,4,0.0,0.0,5,12,pre1950,98112,47.6263,-122.314,0,1
18467,4389201095,5/11/2015,3650000.0,5,4,5020,8694,2,0.0,1.0,3,12,1997_to_2015,98004,47.6146,-122.213,0,1
18496,8964800975,7/31/2014,1650000.0,4,3,3190,14904,1,0.0,3.0,4,9,pre1950,98004,47.6178,-122.214,0,1
18504,3760500455,2/24/2015,1450000.0,3,4,4110,15720,1,0.0,1.0,3,10,1997_to_2015,98034,47.6996,-122.229,0,1
18541,6613000930,9/2/2014,2950000.0,4,3,3890,25470,2,1.0,3.0,5,10,pre1950,98105,47.6608,-122.26899999999999,0,1
18591,9533600100,12/8/2014,1320000.0,4,3,2860,10292,1,0.0,0.0,4,8,1950_to_1975,98004,47.6286,-122.206,0,0
18613,5318100965,2/17/2015,1600000.0,4,4,3890,3600,2,0.0,0.0,3,9,1997_to_2015,98112,47.6342,-122.28200000000001,0,1
18616,1337800665,8/11/2014,1330000.0,4,3,2850,4800,2,0.0,0.0,5,10,pre1950,98112,47.6292,-122.31200000000001,0,0
18640,9829201020,11/18/2014,1390000.0,3,1,2400,6653,3,0.0,2.0,3,11,1975_to_1997,98122,47.6019,-122.29,0,0
18753,1959701800,7/2/2014,2150000.0,3,4,4660,5500,2,0.0,4.0,5,10,pre1950,98102,47.6465,-122.319,0,1
18776,1925069066,6/23/2014,1700000.0,3,3,2810,18731,2,1.0,4.0,4,10,1950_to_1975,98052,47.6361,-122.09299999999999,0,0
18778,2525049263,7/9/2014,2680000.0,5,3,4290,20445,2,0.0,0.0,4,11,1975_to_1997,98039,47.6217,-122.23899999999999,0,0
18813,1455100355,7/8/2014,1680000.0,3,2,3490,8343,2,1.0,4.0,4,9,pre1950,98125,47.7265,-122.281,0,1
18846,3931900580,3/13/2015,1390000.0,4,4,3130,3900,2,0.0,0.0,3,9,1997_to_2015,98115,47.6849,-122.32700000000001,0,1
18851,2175100205,3/23/2015,1300000.0,5,2,2690,10800,1,0.0,3.0,4,8,1950_to_1975,98040,47.5821,-122.24700000000001,0,1
18860,4389201241,12/30/2014,1950000.0,4,4,4690,6900,2,0.0,0.0,3,11,1997_to_2015,98004,47.6165,-122.21600000000001,0,1
18861,9808700025,2/11/2015,1500000.0,3,2,1910,21374,1,0.0,0.0,1,8,1950_to_1975,98004,47.6453,-122.214,0,0
18867,4218400455,7/8/2014,2180000.0,6,3,4710,11000,2,0.0,3.0,3,10,pre1950,98105,47.6622,-122.272,0,1
18877,5427100150,6/26/2014,1410000.0,4,2,3250,16684,2,0.0,0.0,3,9,1975_to_1997,98039,47.6334,-122.229,0,0
18897,2425049066,6/16/2014,1920000.0,4,2,3070,34412,1,0.0,3.0,4,9,pre1950,98039,47.64,-122.24,0,1
18899,9253900408,4/8/2015,1400000.0,3,3,3130,19530,1,1.0,4.0,3,8,pre1950,98008,47.5895,-122.111,0,1
18976,7856400300,7/2/2014,1410000.0,2,2,3180,9400,2,0.0,4.0,5,10,1975_to_1997,98006,47.5617,-122.15799999999999,0,1
18977,7856400300,3/22/2015,1510000.0,2,2,3180,9400,2,0.0,4.0,5,10,1975_to_1997,98006,47.5617,-122.15799999999999,0,1
19002,2303900100,9/11/2014,3800000.0,3,4,5510,35000,2,0.0,4.0,3,13,1975_to_1997,98177,47.7296,-122.37,0,1
19053,6613001241,8/11/2014,1420000.0,4,3,3110,4408,2,0.0,3.0,4,10,pre1950,98105,47.6583,-122.27,0,1
19133,3625049042,10/11/2014,3640000.0,5,6,5490,19897,2,0.0,0.0,3,12,1997_to_2015,98039,47.6165,-122.236,0,0
19200,4131900042,5/16/2014,2000000.0,5,4,6490,10862,2,0.0,3.0,4,11,1975_to_1997,98040,47.5728,-122.205,0,1
19221,2525049086,10/3/2014,2720000.0,4,3,3990,18115,2,0.0,0.0,4,11,1975_to_1997,98039,47.6177,-122.229,0,0
19255,6613000375,3/17/2015,1550000.0,4,4,3260,5000,2,0.0,0.0,5,9,pre1950,98105,47.6598,-122.273,0,1
19257,1337300145,7/21/2014,1800000.0,4,2,3320,8325,2,0.0,0.0,5,10,pre1950,98112,47.6263,-122.314,0,0
19261,2397100705,7/14/2014,1520000.0,4,4,3650,5328,2,0.0,0.0,3,9,pre1950,98119,47.63800000000001,-122.36200000000001,1,1
19282,856000985,11/6/2014,1430000.0,4,2,2910,7364,2,0.0,0.0,3,10,1997_to_2015,98033,47.6906,-122.213,0,0
19308,5553300375,8/20/2014,2160000.0,3,4,3080,6495,2,0.0,3.0,3,11,1975_to_1997,98199,47.6321,-122.39299999999999,1,1
19319,3892500150,5/21/2014,1550000.0,3,2,4460,26027,2,0.0,0.0,3,12,1975_to_1997,98033,47.6573,-122.17299999999999,0,0
19336,2525049113,7/25/2014,1950000.0,4,4,4065,18713,2,0.0,0.0,4,10,1975_to_1997,98039,47.6209,-122.23700000000001,0,0
19342,3585300194,3/24/2015,1400000.0,5,3,4140,32700,1,0.0,4.0,3,10,1950_to_1975,98177,47.7633,-122.369,0,1
19418,3528900330,7/7/2014,1450000.0,4,3,3770,4103,2,0.0,0.0,5,9,pre1950,98109,47.64100000000001,-122.34899999999999,0,1
19431,3303850330,12/16/2014,1900000.0,4,3,5080,27755,2,0.0,0.0,3,11,1997_to_2015,98006,47.5423,-122.111,0,0
19450,2397101185,3/3/2015,1500000.0,5,4,3520,5400,2,0.0,0.0,3,9,1997_to_2015,98119,47.6364,-122.363,0,1
19455,2566300100,3/27/2015,1390000.0,5,2,2650,11340,1,0.0,0.0,3,8,1950_to_1975,98004,47.62600000000001,-122.213,0,0
19468,6072800265,8/13/2014,2400000.0,4,3,3800,19798,2,0.0,0.0,3,10,1950_to_1975,98006,47.5684,-122.19,1,0
19513,1651500040,8/1/2014,1980000.0,4,4,4360,12081,2,0.0,0.0,3,10,1997_to_2015,98004,47.6377,-122.219,0,0
19546,3271800910,7/1/2014,1360000.0,4,4,4270,5800,2,0.0,3.0,5,10,pre1950,98199,47.6474,-122.411,0,1
19548,1625069101,7/7/2014,1360000.0,4,3,5430,108900,2,0.0,0.0,4,10,1975_to_1997,98053,47.6582,-122.038,0,0
19584,284000025,4/20/2015,1410000.0,2,2,2180,18525,1,1.0,4.0,5,9,1950_to_1975,98146,47.5036,-122.387,0,0
19651,9831200172,2/27/2015,1450000.0,4,4,2860,2199,3,0.0,0.0,3,10,1997_to_2015,98102,47.6262,-122.323,0,0
19665,1266200140,5/6/2015,1850000.0,4,3,4160,10335,2,0.0,0.0,3,10,1997_to_2015,98004,47.6235,-122.19200000000001,0,0
19668,1973700030,4/29/2015,2210000.0,3,2,3430,10177,2,0.0,0.0,3,10,1997_to_2015,98034,47.7159,-122.251,0,0
19692,7324900016,10/21/2014,1450000.0,5,4,4170,9090,2,0.0,0.0,3,10,1997_to_2015,98004,47.5918,-122.196,0,0
19709,4083306045,10/29/2014,1380000.0,5,4,3330,5042,2,0.0,2.0,3,9,1997_to_2015,98103,47.6497,-122.339,0,1
19720,3616600003,3/2/2015,1680000.0,3,2,4090,16972,2,0.0,2.0,3,11,1997_to_2015,98177,47.7258,-122.37,0,1
19742,9831200159,8/6/2014,2250000.0,3,3,3890,3452,2,0.0,0.0,3,12,1997_to_2015,98102,47.62600000000001,-122.323,0,1
19748,7430200060,4/24/2015,1580000.0,4,4,5610,11063,3,0.0,0.0,3,11,1997_to_2015,98074,47.65,-122.065,0,1
19761,8084900160,2/12/2015,2640000.0,5,4,4660,16200,2,0.0,2.0,3,11,1997_to_2015,98004,47.6326,-122.21600000000001,0,0
19798,3758900075,5/7/2014,1530000.0,5,4,4270,8076,2,0.0,0.0,3,11,1997_to_2015,98033,47.699,-122.206,0,1
19807,8085400376,4/21/2015,2320000.0,4,4,5050,9520,2,0.0,0.0,3,11,1997_to_2015,98004,47.6364,-122.209,0,1
19832,4100500070,5/27/2014,1710000.0,5,4,4590,14685,2,0.0,0.0,3,10,1997_to_2015,98033,47.663999999999994,-122.2,0,0
19842,2524069078,1/22/2015,2700000.0,4,4,7850,89651,2,0.0,0.0,3,12,1997_to_2015,98027,47.5406,-121.98200000000001,0,0
19879,2579500181,4/7/2015,1330000.0,4,4,3440,9776,2,0.0,0.0,3,10,1997_to_2015,98040,47.5374,-122.21600000000001,0,0
19912,6600000217,4/3/2015,1600000.0,4,4,4645,7757,2,0.0,0.0,3,10,1997_to_2015,98112,47.6248,-122.29,0,1
19940,2311400195,3/3/2015,1560000.0,5,4,3630,8100,2,0.0,0.0,3,10,1997_to_2015,98004,47.5951,-122.2,0,0
19945,5078400215,7/30/2014,1700000.0,5,5,3940,7067,2,0.0,0.0,3,10,1997_to_2015,98004,47.6232,-122.205,0,1
19968,2025069140,3/17/2015,1900000.0,3,2,2830,4334,3,1.0,4.0,3,10,1997_to_2015,98074,47.6318,-122.071,0,0
19970,9551201240,10/30/2014,1470000.0,4,2,2800,4000,2,0.0,0.0,3,9,1997_to_2015,98103,47.6695,-122.339,0,0
19989,148000475,5/28/2014,1400000.0,4,3,4700,9160,1,0.0,0.0,3,11,1997_to_2015,98116,47.5744,-122.406,0,1
19994,856000195,5/21/2014,2700000.0,5,5,5305,8401,2,0.0,2.0,3,11,1997_to_2015,98033,47.6864,-122.215,0,1
20076,250000090,7/14/2014,1750000.0,4,4,4650,7660,2,0.0,0.0,3,11,1997_to_2015,98004,47.6349,-122.198,0,1
20080,3262300485,4/21/2015,2250000.0,5,5,3410,8118,2,0.0,0.0,3,11,1997_to_2015,98039,47.6295,-122.236,0,0
20128,5021900635,10/28/2014,1580000.0,3,2,3620,14250,2,0.0,0.0,3,8,1997_to_2015,98040,47.5767,-122.225,0,1
20136,8920100066,8/20/2014,1480000.0,4,4,5220,15411,2,0.0,3.0,3,11,1997_to_2015,98075,47.592,-122.085,0,1
20138,1176001310,3/4/2015,2950000.0,5,4,4340,5722,3,0.0,4.0,3,10,1997_to_2015,98107,47.6715,-122.406,0,0
20152,250000010,9/24/2014,1750000.0,4,4,3845,8400,2,0.0,0.0,3,10,1997_to_2015,98004,47.6354,-122.198,0,0
20158,1424069056,8/5/2014,1350000.0,4,4,4100,61419,2,0.0,0.0,3,9,1997_to_2015,98029,47.5626,-122.005,0,0
20168,4221900305,1/21/2015,1310000.0,3,3,4030,6300,2,0.0,0.0,3,10,1997_to_2015,98105,47.6664,-122.27600000000001,0,1
20208,3893100462,2/25/2015,1790000.0,5,4,4360,8504,2,0.0,4.0,3,10,1997_to_2015,98033,47.6936,-122.19,0,1
20217,5710000005,5/22/2014,2150000.0,4,6,5060,10320,2,0.0,0.0,3,11,1997_to_2015,98004,47.6245,-122.21,0,0
20228,5317100294,11/13/2014,1330000.0,4,4,3130,5126,3,0.0,0.0,3,10,1997_to_2015,98112,47.6239,-122.29,0,1
20231,856000635,3/23/2015,2230000.0,4,4,4700,10800,2,0.0,1.0,3,11,1997_to_2015,98033,47.6882,-122.214,0,1
20236,8563010130,7/25/2014,1300000.0,3,2,3350,7752,1,0.0,0.0,3,9,1997_to_2015,98008,47.6263,-122.09899999999999,0,1
20241,8924100372,4/23/2015,1300000.0,4,4,3590,5334,2,0.0,2.0,3,9,1997_to_2015,98115,47.6763,-122.26700000000001,0,1
20279,251500080,8/26/2014,3200000.0,4,4,4810,18851,2,0.0,3.0,3,11,1997_to_2015,98004,47.6364,-122.214,0,0
20309,518500480,8/11/2014,3000000.0,3,4,4410,10756,2,1.0,4.0,3,11,1997_to_2015,98056,47.5283,-122.205,0,1
20310,1725059127,2/25/2015,2350000.0,6,4,5550,11547,2,0.0,2.0,3,11,1997_to_2015,98033,47.6547,-122.20200000000001,0,1
20324,6389970010,3/23/2015,1360000.0,4,4,4120,12626,2,0.0,1.0,3,11,1997_to_2015,98034,47.7089,-122.245,0,1
20326,1489300005,8/1/2014,1600000.0,5,4,4270,7500,2,0.0,0.0,3,10,1997_to_2015,98033,47.6845,-122.20700000000001,0,1
20329,5608000010,8/11/2014,1390000.0,4,4,4010,15365,2,0.0,1.0,3,11,1997_to_2015,98027,47.5528,-122.09299999999999,0,0
20353,4385700250,4/7/2015,1800000.0,4,4,3480,4000,2,0.0,0.0,3,9,1997_to_2015,98112,47.6356,-122.281,0,1
20425,1925059254,5/7/2015,3000000.0,5,4,6670,16481,2,0.0,0.0,3,12,1997_to_2015,98004,47.6409,-122.221,0,1
20436,1125079111,4/15/2015,1600000.0,4,6,6530,871200,2,0.0,2.0,3,11,1997_to_2015,98014,47.663999999999994,-121.87799999999999,0,0
20444,9808100150,4/2/2015,3350000.0,5,4,5350,15360,1,0.0,1.0,3,11,1997_to_2015,98004,47.648,-122.21799999999999,0,1
20455,323079101,1/23/2015,1800000.0,4,4,6370,205603,2,0.0,0.0,3,12,1997_to_2015,98027,47.5016,-121.905,0,0
20484,2311400145,10/29/2014,1700000.0,4,4,3320,8234,2,0.0,0.0,3,10,1997_to_2015,98004,47.5963,-122.2,0,0
20502,3232200085,4/28/2015,1500000.0,6,4,3670,3959,2,0.0,0.0,3,10,1997_to_2015,98119,47.6356,-122.37299999999999,0,1
20511,8085400401,1/15/2015,1900000.0,4,4,4020,9656,2,0.0,0.0,3,10,1997_to_2015,98004,47.6358,-122.20700000000001,0,0
20519,1370800515,10/30/2014,2950000.0,4,4,4470,5884,2,0.0,1.0,3,11,1997_to_2015,98199,47.6387,-122.405,0,1
20553,8895800110,8/5/2014,1300000.0,5,4,3870,5929,2,0.0,0.0,3,10,1997_to_2015,98052,47.6965,-122.134,0,0
20607,1832100055,6/30/2014,1510000.0,5,3,4390,11250,2,0.0,0.0,3,10,1997_to_2015,98040,47.5785,-122.225,0,0
20648,4139300135,7/9/2014,2320000.0,5,5,5780,17004,2,0.0,0.0,3,11,1997_to_2015,98040,47.5802,-122.212,0,1
20687,5167000140,7/11/2014,1480000.0,3,3,3700,2264,2,0.0,0.0,3,11,1997_to_2015,98033,47.6653,-122.205,0,1
20751,8043700105,4/17/2015,2300000.0,4,4,4360,8175,2,1.0,4.0,3,10,1997_to_2015,98008,47.5724,-122.104,0,1
20797,9301300270,2/23/2015,1330000.0,3,3,3180,2758,2,0.0,2.0,3,11,1997_to_2015,98109,47.6377,-122.34200000000001,0,1
20807,7582700075,10/2/2014,1490000.0,4,4,3930,6120,2,0.0,0.0,3,10,1997_to_2015,98105,47.6646,-122.28,0,1
20808,191100435,9/26/2014,1600000.0,5,4,3570,10125,2,0.0,0.0,3,10,1997_to_2015,98040,47.5639,-122.223,0,0
20812,357000135,2/18/2015,1900000.0,4,2,3070,7830,2,0.0,2.0,3,11,1997_to_2015,98144,47.593,-122.291,0,1
20814,715010140,10/2/2014,1750000.0,5,3,5790,12739,2,0.0,3.0,3,10,1997_to_2015,98006,47.538000000000004,-122.11399999999999,0,1
20881,3860900035,4/15/2015,1940000.0,5,4,4230,16526,2,0.0,0.0,3,10,1997_to_2015,98004,47.5933,-122.199,0,0
20904,2124069115,10/21/2014,1830000.0,4,4,4500,215186,2,0.0,3.0,3,11,1997_to_2015,98029,47.559,-122.045,0,1
20917,2652501565,4/23/2015,1550000.0,3,3,3530,4920,2,0.0,0.0,3,9,1997_to_2015,98109,47.64100000000001,-122.35700000000001,0,1
20923,1778500620,7/7/2014,1300000.0,4,2,2360,4000,2,0.0,0.0,3,9,1997_to_2015,98112,47.6198,-122.289,0,0
21024,6447300365,11/13/2014,2900000.0,5,4,5190,14600,2,0.0,1.0,3,11,1997_to_2015,98039,47.6102,-122.225,0,0
21125,8923600020,8/6/2014,1880000.0,5,4,4390,6220,2,0.0,3.0,3,9,1997_to_2015,98115,47.6789,-122.273,0,1
21132,524059063,5/6/2014,1800000.0,5,5,4490,10279,2,0.0,0.0,3,10,1997_to_2015,98004,47.5974,-122.20200000000001,0,1
21134,1692900095,6/18/2014,1400000.0,4,3,3870,10046,2,0.0,0.0,3,11,1997_to_2015,98033,47.6651,-122.191,0,0
21150,4457300005,3/25/2015,1840000.0,4,3,4140,11007,2,0.0,0.0,3,10,1997_to_2015,98040,47.5707,-122.21700000000001,0,0
21185,518500460,10/8/2014,2230000.0,3,4,3760,5634,2,1.0,4.0,3,11,1997_to_2015,98056,47.5285,-122.205,0,1
21294,2154970020,7/3/2014,2350000.0,4,4,5010,19412,2,0.0,1.0,3,11,1997_to_2015,98040,47.5455,-122.211,0,1
21300,6600000050,3/10/2015,1700000.0,4,4,3950,6240,2,0.0,0.0,3,11,1997_to_2015,98112,47.6221,-122.29,0,0
21305,2387600010,3/3/2015,1350000.0,4,4,4680,12495,2,0.0,0.0,3,10,1997_to_2015,98033,47.6984,-122.206,0,1
21307,9402800005,10/28/2014,1500000.0,3,4,3530,3610,2,0.0,0.0,3,10,1997_to_2015,98103,47.6857,-122.339,0,1
21317,2424059174,5/8/2015,2000000.0,4,3,5640,35006,2,0.0,2.0,3,11,1997_to_2015,98006,47.5491,-122.104,0,1
21328,8835770170,8/22/2014,1490000.0,5,6,6880,279968,2,0.0,3.0,3,12,1997_to_2015,98045,47.4624,-121.779,0,1
21352,9533100285,6/30/2014,2070000.0,4,4,4350,7965,2,0.0,0.0,3,10,1997_to_2015,98004,47.6289,-122.205,0,0
21367,644000115,9/23/2014,1770000.0,4,3,3980,10249,2,0.0,0.0,3,10,1997_to_2015,98004,47.5873,-122.196,0,0
21451,2311400056,12/1/2014,1990000.0,5,4,5230,8960,2,0.0,0.0,3,11,1997_to_2015,98004,47.5964,-122.20100000000001,0,1
21457,8085400586,11/1/2014,1750000.0,4,3,3560,8975,2,0.0,0.0,3,10,1997_to_2015,98004,47.6322,-122.209,0,0
21469,1088100450,7/25/2014,1720000.0,5,4,4590,35046,2,0.0,0.0,3,10,1997_to_2015,98033,47.6647,-122.16,0,0
21470,98300230,4/28/2015,1460000.0,4,4,4620,130208,2,0.0,0.0,3,10,1997_to_2015,98024,47.5885,-121.939,0,0
21489,9468200109,6/17/2014,1560000.0,3,4,4360,6240,2,0.0,3.0,3,10,1997_to_2015,98103,47.6791,-122.354,0,1
21490,2524069097,5/9/2014,2240000.0,5,6,7270,130017,2,0.0,0.0,3,12,1997_to_2015,98027,47.5371,-121.98200000000001,0,1
21498,3262300818,2/27/2015,1870000.0,4,4,3790,8797,2,0.0,0.0,3,11,1997_to_2015,98039,47.6351,-122.236,0,1
21504,7237550100,8/25/2014,1410000.0,4,4,4920,50621,2,0.0,0.0,3,10,1997_to_2015,98053,47.6575,-122.006,0,1
21505,7430500110,12/9/2014,1380000.0,5,4,5150,12230,2,0.0,2.0,3,10,1997_to_2015,98008,47.6249,-122.09,0,1
21509,2625069038,11/24/2014,1450000.0,4,4,4300,108865,2,0.0,0.0,3,11,1997_to_2015,98074,47.6258,-122.005,0,0
21514,8964800330,4/7/2015,3000000.0,4,4,5090,14823,1,0.0,0.0,3,11,1997_to_2015,98004,47.62,-122.20700000000001,0,1
21516,324069112,6/17/2014,1330000.0,4,4,4420,16526,2,0.0,0.0,3,11,1997_to_2015,98075,47.5914,-122.027,0,0
21524,715010530,1/13/2015,1880000.0,5,4,4410,13000,2,0.0,3.0,3,10,1997_to_2015,98006,47.5382,-122.111,0,1
21535,1561750040,12/24/2014,1380000.0,5,4,4350,13405,2,0.0,0.0,3,11,1997_to_2015,98074,47.6018,-122.06,0,0
21552,524059330,1/30/2015,1700000.0,4,4,3830,8963,2,0.0,0.0,3,10,1997_to_2015,98004,47.599,-122.197,0,1
21560,9253900271,1/7/2015,3570000.0,5,4,4850,10584,2,1.0,4.0,3,10,1997_to_2015,98008,47.5943,-122.11,0,1
21581,191100405,4/21/2015,1580000.0,4,3,3410,10125,2,0.0,0.0,3,10,1997_to_2015,98040,47.5653,-122.223,0,0
21584,249000205,10/15/2014,1540000.0,5,4,4470,8088,2,0.0,0.0,3,11,1997_to_2015,98004,47.6321,-122.2,0,0
